Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2017,1,1,0,30,17.6,0,0,0,4,17.6,0,0,0,0,258,100,129.44,0.23,867,3.6,66,2.4000000000000004
2017,1,1,1,30,17.400000000000002,0,0,0,4,17.400000000000002,0,0,0,0,258,100,116.82000000000001,0.23,868,3.5,64,2.2
2017,1,1,2,30,17.3,0,0,0,4,17.3,0,0,0,0,258,100,103.53,0.23,868,3.5,62,2.2
2017,1,1,3,30,17.900000000000002,0,0,0,4,17.3,0,0,0,0,258,96.23,89.51,0.23,868,3.5,59,2.8000000000000003
2017,1,1,4,30,19.3,60,571,198,1,17.8,60,571,0,198,258,90.78,76.06,0.23,869,3.4000000000000004,55,3.8000000000000003
2017,1,1,5,30,21.5,85,785,449,0,17.900000000000002,85,785,0,449,259,79.75,62.31,0.23,869,3.4000000000000004,50,4.3
2017,1,1,6,30,23.700000000000003,98,888,684,0,17.400000000000002,98,888,0,684,259,67.96000000000001,48.72,0.23,869,3.4000000000000004,50,4.3
2017,1,1,7,30,25.3,108,940,872,0,17.3,108,940,0,872,259,61.2,35.660000000000004,0.23,869,3.4000000000000004,53,3.9000000000000004
2017,1,1,8,30,26.400000000000002,116,962,994,3,17.3,504,194,0,681,259,57.35,24.150000000000002,0.23,868,3.5,58,3.5
2017,1,1,9,30,27,121,968,1044,3,17.2,430,37,1,465,258,55.17,17.66,0.23,867,3.5,64,3.2
2017,1,1,10,30,27.200000000000003,122,960,1016,3,17,421,38,0,456,258,53.67,21.42,0.23,866,3.5,69,3
2017,1,1,11,30,26.8,118,934,911,1,16.8,118,934,0,911,257,54.120000000000005,31.990000000000002,0.23,865,3.6,71,3
2017,1,1,12,30,26,111,884,738,3,16.8,201,10,0,208,256,56.97,44.76,0.23,865,3.7,70,3
2017,1,1,13,30,25,97,796,516,4,17,90,0,0,90,257,61.22,58.24,0.23,865,3.7,71,2.9000000000000004
2017,1,1,14,30,23.3,76,615,266,4,17.6,20,0,0,20,257,70.27,71.98,0.23,866,3.8000000000000003,72,2.3000000000000003
2017,1,1,15,30,21.6,30,172,43,4,18.7,4,0,3,4,257,83.82000000000001,85.67,0.23,867,3.8000000000000003,74,1.8
2017,1,1,16,30,20.6,0,0,0,4,18.6,0,0,0,0,258,88.47,99.52,0.23,868,3.7,76,2
2017,1,1,17,30,19.900000000000002,0,0,0,0,18.5,0,0,0,0,258,91.62,112.94,0.23,868,3.7,77,2.1
2017,1,1,18,30,19.3,0,0,0,1,18.5,0,0,0,0,258,94.98,125.82000000000001,0.23,868,3.6,78,2.1
2017,1,1,19,30,18.900000000000002,0,0,0,3,18.5,0,0,0,0,258,97.35000000000001,137.59,0.23,868,3.6,78,2.1
2017,1,1,20,30,18.6,0,0,0,0,18.400000000000002,0,0,0,0,258,98.82000000000001,147,0.23,868,3.5,77,2.1
2017,1,1,21,30,18.3,0,0,0,7,18.3,0,0,0,0,258,99.82000000000001,151.56,0.23,867,3.4000000000000004,74,2.2
2017,1,1,22,30,18.1,0,0,0,0,18.1,0,0,0,0,258,99.85000000000001,149.05,0.23,867,3.4000000000000004,69,2.3000000000000003
2017,1,1,23,30,18,0,0,0,3,17.900000000000002,0,0,0,0,258,99.4,140.81,0.23,867,3.3000000000000003,66,2.3000000000000003
2017,1,2,0,30,17.7,0,0,0,3,17.7,0,0,0,0,258,100,129.58,0.23,867,3.3000000000000003,62,2.1
2017,1,2,1,30,17.5,0,0,0,4,17.5,0,0,0,0,258,100,116.95,0.23,867,3.2,57,2.3000000000000003
2017,1,2,2,30,17.400000000000002,0,0,0,4,17.3,0,0,0,0,257,99.57000000000001,103.65,0.23,868,3.2,54,2.4000000000000004
2017,1,2,3,30,18,0,0,0,8,17.2,0,0,0,0,257,95.37,89.61,0.23,869,3.1,52,2.8000000000000003
2017,1,2,4,30,19.700000000000003,64,553,196,3,17.8,87,10,3,90,257,88.62,76.17,0.23,869,3.1,46,3.7
2017,1,2,5,30,22,88,778,449,7,17.900000000000002,186,382,3,362,257,77.53,62.410000000000004,0.23,870,3.1,39,4.3
2017,1,2,6,30,24.3,101,886,685,7,17.3,293,404,0,559,257,65,48.81,0.23,869,3.1,34,4.4
2017,1,2,7,30,26,109,943,875,3,17.2,425,263,0,638,256,58.230000000000004,35.730000000000004,0.23,869,3.1,34,4.1000000000000005
2017,1,2,8,30,27.200000000000003,114,973,1002,0,17.1,114,973,0,1002,255,53.97,24.17,0.23,868,3.1,37,3.7
2017,1,2,9,30,27.900000000000002,109,991,1054,0,16.900000000000002,109,991,0,1054,254,51.24,17.59,0.23,867,3.2,43,3.2
2017,1,2,10,30,28.3,108,986,1027,3,16.8,514,228,3,727,254,49.63,21.29,0.23,867,3.2,49,2.9000000000000004
2017,1,2,11,30,28.3,103,964,922,3,16.6,424,358,0,728,254,48.94,31.86,0.23,866,3.3000000000000003,56,2.7
2017,1,2,12,30,27.8,99,915,750,1,16.3,99,915,0,750,254,49.46,44.63,0.23,866,3.3000000000000003,62,2.7
2017,1,2,13,30,26.8,87,832,526,7,16,213,420,3,435,255,51.68,58.120000000000005,0.23,866,3.4000000000000004,67,2.4000000000000004
2017,1,2,14,30,24.8,67,670,275,3,16.7,113,11,0,117,255,60.550000000000004,71.87,0.23,866,3.4000000000000004,75,1.8
2017,1,2,15,30,22.700000000000003,28,236,46,3,18.6,17,0,3,17,255,77.59,85.57000000000001,0.23,867,3.4000000000000004,81,1.4000000000000001
2017,1,2,16,30,21.400000000000002,0,0,0,3,18.2,0,0,0,0,255,81.79,99.43,0.23,868,3.4000000000000004,84,1.6
2017,1,2,17,30,20.700000000000003,0,0,0,8,17.900000000000002,0,0,0,0,256,83.93,112.87,0.23,869,3.4000000000000004,83,1.9000000000000001
2017,1,2,18,30,20,0,0,0,7,17.900000000000002,0,0,0,0,256,87.48,125.76,0.23,869,3.4000000000000004,80,2.1
2017,1,2,19,30,19.3,0,0,0,4,18,0,0,0,0,256,92,137.56,0.23,869,3.3000000000000003,77,2.1
2017,1,2,20,30,18.7,0,0,0,3,18.1,0,0,0,0,256,96.17,147.02,0.23,869,3.3000000000000003,72,2
2017,1,2,21,30,18.2,0,0,0,7,18.1,0,0,0,0,257,99.19,151.64000000000001,0.23,868,3.2,66,1.9000000000000001
2017,1,2,22,30,17.8,0,0,0,6,17.8,0,0,0,0,257,100,149.18,0.23,868,3.1,61,1.9000000000000001
2017,1,2,23,30,17.7,0,0,0,7,17.7,0,0,0,0,257,100,140.95000000000002,0.23,868,3.1,59,1.9000000000000001
2017,1,3,0,30,17.400000000000002,0,0,0,7,17.400000000000002,0,0,0,0,258,100,129.71,0.23,868,3,53,2.2
2017,1,3,1,30,17.2,0,0,0,7,17.2,0,0,0,0,258,100,117.09,0.23,868,2.9000000000000004,50,2.4000000000000004
2017,1,3,2,30,17.2,0,0,0,7,17.2,0,0,0,0,258,100,103.78,0.23,869,2.9000000000000004,47,2.5
2017,1,3,3,30,17.900000000000002,0,0,0,7,17.2,0,0,0,0,257,95.53,89.71000000000001,0.23,869,2.8000000000000003,44,2.9000000000000004
2017,1,3,4,30,19.8,58,591,199,0,17.6,58,591,0,199,256,87.24,76.28,0.23,870,2.8000000000000003,39,3.9000000000000004
2017,1,3,5,30,22.3,84,798,452,0,17.5,84,798,0,452,256,74.42,62.51,0.23,870,2.8000000000000003,33,4.4
2017,1,3,6,30,24.700000000000003,98,902,691,0,16.8,98,902,0,691,255,61.65,48.89,0.23,870,2.7,30,4.3
2017,1,3,7,30,26.5,108,954,882,0,16.6,108,954,0,882,254,54.53,35.78,0.23,870,2.7,31,3.9000000000000004
2017,1,3,8,30,27.8,114,983,1011,0,16.5,114,983,0,1011,254,50.35,24.18,0.23,869,2.6,35,3.6
2017,1,3,9,30,28.700000000000003,110,1002,1066,3,16.3,517,104,0,616,254,47.19,17.51,0.23,868,2.6,41,3.3000000000000003
2017,1,3,10,30,29,108,997,1037,3,16,514,234,0,732,254,45.28,21.150000000000002,0.23,867,2.7,48,3.1
2017,1,3,11,30,29,104,975,934,1,15.600000000000001,104,975,0,934,254,44.14,31.720000000000002,0.23,867,2.7,56,2.9000000000000004
2017,1,3,12,30,28.5,93,941,763,7,15.200000000000001,51,0,3,51,255,44.410000000000004,44.5,0.23,866,2.7,65,2.7
2017,1,3,13,30,27.6,82,859,537,0,14.9,82,859,0,537,256,45.86,58.01,0.23,866,2.8000000000000003,75,2.5
2017,1,3,14,30,25.3,65,696,283,7,15.4,13,0,3,13,257,54.26,71.76,0.23,867,2.8000000000000003,88,1.8
2017,1,3,15,30,22.8,29,264,49,3,17.5,21,0,3,21,257,72.25,85.47,0.23,867,2.7,95,1.6
2017,1,3,16,30,21.5,0,0,0,3,16.5,0,0,0,0,258,73.42,99.34,0.23,868,2.7,94,2.1
2017,1,3,17,30,20.8,0,0,0,7,16.2,0,0,0,0,258,75.14,112.79,0.23,869,2.7,90,2.7
2017,1,3,18,30,19.900000000000002,0,0,0,7,16.5,0,0,0,0,258,80.75,125.71000000000001,0.23,869,2.7,85,3.2
2017,1,3,19,30,19.3,0,0,0,0,17.2,0,0,0,0,259,87.7,137.54,0.23,869,2.7,82,3.2
2017,1,3,20,30,18.8,0,0,0,0,17.8,0,0,0,0,259,94.01,147.04,0.23,869,2.6,79,3
2017,1,3,21,30,18.400000000000002,0,0,0,0,18,0,0,0,0,258,97.7,151.73,0.23,869,2.6,76,3
2017,1,3,22,30,18,0,0,0,0,17.900000000000002,0,0,0,0,258,99.56,149.32,0.23,868,2.6,72,2.9000000000000004
2017,1,3,23,30,17.900000000000002,0,0,0,0,17.8,0,0,0,0,258,99.41,141.09,0.23,868,2.6,70,2.9000000000000004
2017,1,4,0,30,17.6,0,0,0,0,17.6,0,0,0,0,258,100,129.86,0.24,868,2.6,62,2.9000000000000004
2017,1,4,1,30,17.400000000000002,0,0,0,0,17.400000000000002,0,0,0,0,258,100,117.22,0.24,868,2.6,57,3
2017,1,4,2,30,17.400000000000002,0,0,0,0,17.3,0,0,0,0,257,99.44,103.9,0.24,869,2.6,52,3.1
2017,1,4,3,30,17.900000000000002,0,0,0,0,17.2,0,0,0,0,256,95.81,89.81,0.24,869,2.5,48,3.6
2017,1,4,4,30,19.6,55,618,201,0,17.6,55,618,0,201,256,88.13,76.38,0.24,870,2.5,44,4.5
2017,1,4,5,30,22.1,78,824,457,0,17.400000000000002,78,824,0,457,256,74.56,62.6,0.24,870,2.5,40,4.800000000000001
2017,1,4,6,30,24.6,91,921,696,0,16.6,91,921,0,696,255,61.03,48.97,0.24,870,2.5,37,4.4
2017,1,4,7,30,26.6,100,973,889,0,16.3,100,973,0,889,255,53.15,35.84,0.24,870,2.5,36,3.9000000000000004
2017,1,4,8,30,28,104,1001,1017,0,16.1,104,1001,0,1017,255,48.410000000000004,24.19,0.24,869,2.5,39,3.4000000000000004
2017,1,4,9,30,28.900000000000002,103,1014,1071,0,15.8,103,1014,0,1071,254,44.980000000000004,17.42,0.24,868,2.5,44,3.1
2017,1,4,10,30,29.400000000000002,100,1013,1045,0,15.3,100,1013,0,1045,254,42.49,21,0.24,867,2.5,50,3
2017,1,4,11,30,29.400000000000002,94,996,943,0,14.9,94,996,0,943,254,41.25,31.57,0.24,866,2.5,57,3
2017,1,4,12,30,29,92,948,769,0,14.4,92,948,0,769,254,40.92,44.37,0.24,865,2.5,64,3.1
2017,1,4,13,30,28,80,877,546,1,13.9,80,877,0,546,255,42.14,57.89,0.24,865,2.4000000000000004,72,2.9000000000000004
2017,1,4,14,30,25.5,62,727,291,3,14.3,43,0,0,43,255,49.86,71.65,0.24,866,2.4000000000000004,82,2.2
2017,1,4,15,30,22.8,27,316,53,0,16.400000000000002,27,316,0,53,256,67.09,85.38,0.24,866,2.4000000000000004,90,1.8
2017,1,4,16,30,21.400000000000002,0,0,0,0,15.5,0,0,0,0,257,69.08,99.25,0.24,867,2.4000000000000004,93,2.5
2017,1,4,17,30,20.700000000000003,0,0,0,0,15.3,0,0,0,0,257,71.32000000000001,112.72,0.24,867,2.4000000000000004,92,3.1
2017,1,4,18,30,19.900000000000002,0,0,0,0,15.9,0,0,0,0,258,77.67,125.66,0.24,868,2.4000000000000004,89,3.4000000000000004
2017,1,4,19,30,19.1,0,0,0,0,16.7,0,0,0,0,258,86.2,137.52,0.24,868,2.4000000000000004,85,3.3000000000000003
2017,1,4,20,30,18.5,0,0,0,0,17.5,0,0,0,0,259,93.67,147.07,0.24,868,2.3000000000000003,80,3.1
2017,1,4,21,30,18.1,0,0,0,0,17.8,0,0,0,0,259,97.84,151.83,0.24,867,2.3000000000000003,76,3.1
2017,1,4,22,30,17.900000000000002,0,0,0,0,17.7,0,0,0,0,259,98.8,149.46,0.24,867,2.3000000000000003,72,3
2017,1,4,23,30,17.7,0,0,0,0,17.6,0,0,0,0,259,99.07000000000001,141.24,0.24,867,2.3000000000000003,69,2.9000000000000004
2017,1,5,0,30,17.400000000000002,0,0,0,0,17.400000000000002,0,0,0,0,259,99.77,130,0.23,867,2.2,63,2.8000000000000003
2017,1,5,1,30,17.2,0,0,0,0,17.2,0,0,0,0,259,99.84,117.35000000000001,0.23,868,2.2,58,3
2017,1,5,2,30,17.1,0,0,0,0,16.900000000000002,0,0,0,0,258,98.58,104.03,0.23,868,2.2,52,3.3000000000000003
2017,1,5,3,30,17.7,0,0,0,0,16.7,0,0,0,0,257,94.01,89.91,0.23,869,2.2,47,3.8000000000000003
2017,1,5,4,30,19.6,58,603,199,0,16.900000000000002,58,603,0,199,256,84.38,76.49,0.23,869,2.2,43,4.6000000000000005
2017,1,5,5,30,22.400000000000002,80,823,458,0,16.6,80,823,0,458,255,69.9,62.690000000000005,0.23,869,2.2,39,5.2
2017,1,5,6,30,25,92,931,702,0,15.700000000000001,92,931,0,702,254,56.4,49.04,0.23,869,2.1,37,5.2
2017,1,5,7,30,27.1,99,983,896,0,15.3,99,983,0,896,254,48.33,35.89,0.23,868,2.1,39,4.9
2017,1,5,8,30,28.700000000000003,105,1007,1023,0,15,105,1007,0,1023,253,43.19,24.19,0.23,867,2.2,43,4.5
2017,1,5,9,30,29.700000000000003,105,1020,1078,0,14.4,105,1020,0,1078,253,39.38,17.330000000000002,0.23,866,2.2,49,4.2
2017,1,5,10,30,30.200000000000003,101,1021,1056,0,13.700000000000001,101,1021,0,1056,253,36.410000000000004,20.85,0.23,866,2.1,57,4
2017,1,5,11,30,30.3,96,1004,953,3,12.9,456,250,3,670,253,34.44,31.43,0.23,865,2.1,64,3.8000000000000003
2017,1,5,12,30,29.8,87,968,781,3,12.200000000000001,366,230,0,531,253,33.94,44.24,0.23,865,2.1,70,3.8000000000000003
2017,1,5,13,30,28.5,75,902,557,3,11.700000000000001,233,54,0,262,254,35.230000000000004,57.77,0.23,865,2,75,3.6
2017,1,5,14,30,25.8,58,761,299,3,12,104,0,0,104,254,42.19,71.54,0.23,865,2,80,2.8000000000000003
2017,1,5,15,30,22.8,26,365,57,0,13.9,26,365,0,57,255,57.19,85.28,0.23,866,2,84,2.4000000000000004
2017,1,5,16,30,21.400000000000002,0,0,0,0,13.600000000000001,0,0,0,0,255,61.06,99.17,0.23,867,2,86,3.1
2017,1,5,17,30,20.6,0,0,0,0,14.200000000000001,0,0,0,0,255,66.73,112.66,0.23,867,2.1,86,3.6
2017,1,5,18,30,19.6,0,0,0,0,15.600000000000001,0,0,0,0,255,77.82000000000001,125.62,0.23,868,2.1,84,3.7
2017,1,5,19,30,18.900000000000002,0,0,0,0,16.900000000000002,0,0,0,0,255,88.26,137.51,0.23,868,2.1,81,3.6
2017,1,5,20,30,18.400000000000002,0,0,0,0,17.6,0,0,0,0,255,94.92,147.11,0.23,868,2.1,78,3.6
2017,1,5,21,30,18,0,0,0,0,17.7,0,0,0,0,255,98.05,151.94,0.23,867,2.1,76,3.4000000000000004
2017,1,5,22,30,17.8,0,0,0,0,17.6,0,0,0,0,255,98.95,149.61,0.23,867,2,72,3.3000000000000003
2017,1,5,23,30,17.7,0,0,0,0,17.5,0,0,0,0,255,98.68,141.4,0.23,867,2,71,3.3000000000000003
2017,1,6,0,30,17.400000000000002,0,0,0,0,17.400000000000002,0,0,0,0,256,99.9,130.14000000000001,0.23,867,2,66,2.8000000000000003
2017,1,6,1,30,17.2,0,0,0,0,17.2,0,0,0,0,257,100,117.49000000000001,0.23,868,1.9000000000000001,62,2.5
2017,1,6,2,30,17.2,0,0,0,0,17.2,0,0,0,0,257,100,104.15,0.23,868,1.9000000000000001,59,2.5
2017,1,6,3,30,18,0,0,0,0,17.2,0,0,0,0,257,95.28,90.01,0.23,869,1.8,55,3.3000000000000003
2017,1,6,4,30,19.900000000000002,50,671,205,0,17.5,50,671,0,205,257,86,76.59,0.23,870,1.8,50,4.4
2017,1,6,5,30,22.5,70,869,467,0,17.1,70,869,0,467,256,71.59,62.78,0.23,870,1.8,45,4.9
2017,1,6,6,30,25.1,80,962,710,0,16.2,80,962,0,710,255,57.63,49.120000000000005,0.23,870,1.8,44,4.9
2017,1,6,7,30,27.3,86,1013,906,0,15,86,1013,0,906,255,47.09,35.93,0.23,869,1.8,47,4.4
2017,1,6,8,30,29,89,1039,1036,0,14,89,1039,0,1036,255,39.79,24.18,0.23,869,1.8,53,3.9000000000000004
2017,1,6,9,30,30.1,90,1049,1092,0,13,90,1049,0,1092,255,35.19,17.23,0.23,868,1.8,61,3.5
2017,1,6,10,30,30.6,88,1043,1064,0,12.4,88,1043,0,1064,256,32.79,20.69,0.23,867,1.9000000000000001,70,3.3000000000000003
2017,1,6,11,30,30.6,84,1023,958,0,12,84,1023,0,958,257,31.85,31.28,0.23,866,2,77,3.3000000000000003
2017,1,6,12,30,30.1,80,984,786,0,11.600000000000001,80,984,0,786,257,32.09,44.11,0.23,865,2,82,3.3000000000000003
2017,1,6,13,30,28.8,71,909,558,0,11.4,71,909,0,558,257,34.09,57.65,0.23,866,2.1,85,3.1
2017,1,6,14,30,26.200000000000003,57,764,300,0,12,57,764,0,300,257,41.230000000000004,71.44,0.23,866,2.1,87,2.3000000000000003
2017,1,6,15,30,23.200000000000003,26,368,57,0,14.5,26,368,0,57,258,58.15,85.19,0.23,867,2.2,90,2
2017,1,6,16,30,21.700000000000003,0,0,0,0,14.100000000000001,0,0,0,0,258,62.160000000000004,99.09,0.23,868,2.2,90,2.6
2017,1,6,17,30,20.8,0,0,0,0,14.3,0,0,0,0,259,66.37,112.60000000000001,0.23,868,2.2,89,3.2
2017,1,6,18,30,19.8,0,0,0,0,15,0,0,0,0,0.26,74.05,125.58,0.23,869,2.2,86,3.3000000000000003
2017,1,6,19,30,18.900000000000002,0,0,0,0,15.9,0,0,0,0,0.26,82.58,137.5,0.23,869,2.2,82,3.1
2017,1,6,20,30,18.2,0,0,0,0,16.5,0,0,0,0,0.26,89.89,147.16,0.23,868,2.2,78,3
2017,1,6,21,30,17.7,0,0,0,0,16.900000000000002,0,0,0,0,0.26,95.36,152.05,0.23,868,2.2,75,2.9000000000000004
2017,1,6,22,30,17.400000000000002,0,0,0,0,17.1,0,0,0,0,259,98.38,149.76,0.23,867,2.1,72,2.8000000000000003
2017,1,6,23,30,17.3,0,0,0,0,17.1,0,0,0,0,259,98.85000000000001,141.56,0.23,867,2.1,71,2.7
2017,1,7,0,30,17,0,0,0,0,16.900000000000002,0,0,0,0,258,99.59,130.29,0.23,867,2.1,64,2.6
2017,1,7,1,30,16.7,0,0,0,0,16.7,0,0,0,0,257,100,117.62,0.23,867,2,58,2.4000000000000004
2017,1,7,2,30,16.6,0,0,0,0,16.6,0,0,0,0,257,99.85000000000001,104.28,0.23,868,2,52,2.5
2017,1,7,3,30,17.5,0,0,0,0,16.5,0,0,0,0,256,93.73,90.11,0.23,869,1.9000000000000001,47,3.1
2017,1,7,4,30,19.900000000000002,52,644,201,0,16.6,52,644,0,201,256,81.11,76.69,0.23,869,1.9000000000000001,41,4
2017,1,7,5,30,22.900000000000002,72,856,463,0,16.1,72,856,0,463,256,65.38,62.870000000000005,0.23,869,1.9000000000000001,36,4.2
2017,1,7,6,30,25.8,83,952,706,0,15,83,952,0,706,257,51.370000000000005,49.19,0.23,869,1.9000000000000001,36,3.7
2017,1,7,7,30,28.1,92,1001,902,0,14,92,1001,0,902,257,42.11,35.980000000000004,0.23,868,1.9000000000000001,38,2.8000000000000003
2017,1,7,8,30,29.700000000000003,97,1023,1030,0,13.100000000000001,97,1023,0,1030,257,36.11,24.17,0.23,868,2,46,2
2017,1,7,9,30,30.700000000000003,97,1035,1086,0,12.200000000000001,97,1035,0,1086,256,32.25,17.12,0.23,867,2,61,1.6
2017,1,7,10,30,31.3,96,1031,1061,0,11.5,96,1031,0,1061,256,29.75,20.53,0.23,866,2,80,1.5
2017,1,7,11,30,31.3,93,1012,959,0,10.9,93,1012,0,959,255,28.54,31.13,0.23,865,2,93,1.6
2017,1,7,12,30,30.900000000000002,86,973,787,0,10.4,86,973,0,787,254,28.19,43.980000000000004,0.23,865,2,100,1.8
2017,1,7,13,30,29.8,76,902,560,0,9.9,76,902,0,560,254,29.09,57.54,0.23,865,2,101,1.9000000000000001
2017,1,7,14,30,27.200000000000003,60,754,301,0,10.5,60,754,0,301,253,35.1,71.34,0.23,865,2.1,101,1.5
2017,1,7,15,30,24.200000000000003,27,359,58,0,14.700000000000001,27,359,0,58,253,55.34,85.11,0.23,866,2.1,99,1.4000000000000001
2017,1,7,16,30,22.5,0,0,0,0,13.700000000000001,0,0,0,0,254,57.35,99.02,0.23,866,2.1,97,2.1
2017,1,7,17,30,21.400000000000002,0,0,0,0,13.3,0,0,0,0,254,59.97,112.54,0.23,867,2.2,93,2.7
2017,1,7,18,30,20.400000000000002,0,0,0,0,14.100000000000001,0,0,0,0,255,67.23,125.54,0.23,868,2.2,88,3.2
2017,1,7,19,30,19.5,0,0,0,0,15.3,0,0,0,0,255,76.86,137.5,0.23,868,2.3000000000000003,81,3.4000000000000004
2017,1,7,20,30,18.7,0,0,0,0,16.400000000000002,0,0,0,0,255,86.45,147.21,0.23,868,2.3000000000000003,74,3.4000000000000004
2017,1,7,21,30,18.2,0,0,0,0,17,0,0,0,0,255,92.85000000000001,152.17000000000002,0.23,867,2.3000000000000003,67,3.4000000000000004
2017,1,7,22,30,17.8,0,0,0,0,17.2,0,0,0,0,255,96.39,149.92000000000002,0.23,867,2.3000000000000003,62,3.3000000000000003
2017,1,7,23,30,17.6,0,0,0,0,17.1,0,0,0,0,255,96.88,141.72,0.23,867,2.4000000000000004,59,3.2
2017,1,8,0,30,17.2,0,0,0,0,16.900000000000002,0,0,0,0,255,98.07000000000001,130.44,0.23,867,2.4000000000000004,49,3.2
2017,1,8,1,30,17,0,0,0,0,16.7,0,0,0,0,254,97.97,117.76,0.23,867,2.5,44,3.2
2017,1,8,2,30,17,0,0,0,0,16.5,0,0,0,0,254,96.82000000000001,104.4,0.23,867,2.5,39,3.2
2017,1,8,3,30,18,0,0,0,0,16.400000000000002,0,0,0,0,254,90.26,90.2,0.23,868,2.5,36,3.6
2017,1,8,4,30,20.6,57,586,191,0,16.3,57,586,0,191,253,76.2,76.79,0.23,868,2.5,30,4.1000000000000005
2017,1,8,5,30,23.900000000000002,80,812,449,0,15.5,80,812,0,449,253,59.230000000000004,62.95,0.23,868,2.5,23,4.2
2017,1,8,6,30,26.700000000000003,96,909,689,0,14.8,96,909,0,689,253,47.95,49.25,0.23,868,2.5,16,3.7
2017,1,8,7,30,28.8,103,967,885,0,14.3,103,967,0,885,252,41.27,36.01,0.23,867,2.5,11,2.9000000000000004
2017,1,8,8,30,30.200000000000003,108,995,1016,0,13.8,108,995,0,1016,252,36.77,24.16,0.23,866,2.5,10,2.1
2017,1,8,9,30,31.200000000000003,111,1002,1069,0,13.3,111,1002,0,1069,251,33.55,17,0.23,865,2.6,14,1.6
2017,1,8,10,30,31.6,111,996,1045,3,12.9,87,0,3,87,251,31.89,20.36,0.23,864,2.6,24,1.3
2017,1,8,11,30,31.6,108,975,943,1,12.5,108,975,0,943,0.25,31.13,30.98,0.23,863,2.6,37,1.2000000000000002
2017,1,8,12,30,31.1,100,930,771,1,12.100000000000001,100,930,0,771,0.25,31.240000000000002,43.85,0.23,863,2.7,54,1.3
2017,1,8,13,30,30,88,851,547,1,11.8,88,851,0,547,0.25,32.53,57.42,0.23,863,2.7,71,1.4000000000000001
2017,1,8,14,30,27.8,69,693,292,3,12.4,21,0,3,21,251,38.53,71.23,0.23,864,2.8000000000000003,83,1.2000000000000002
2017,1,8,15,30,25.400000000000002,31,277,55,8,16.5,5,0,3,5,251,57.89,85.02,0.23,865,3,87,1.2000000000000002
2017,1,8,16,30,24,0,0,0,4,16.5,0,0,0,0,252,62.75,98.94,0.23,866,3.1,83,1.8
2017,1,8,17,30,22.900000000000002,0,0,0,4,16.400000000000002,0,0,0,0,252,66.6,112.48,0.23,866,3.3000000000000003,76,2.5
2017,1,8,18,30,21.8,0,0,0,7,16.900000000000002,0,0,0,0,252,73.89,125.51,0.23,867,3.5,70,2.8000000000000003
2017,1,8,19,30,21,0,0,0,4,17.7,0,0,0,0,252,81.19,137.5,0.23,867,3.7,64,2.5
2017,1,8,20,30,20.400000000000002,0,0,0,3,18.2,0,0,0,0,252,87.09,147.27,0.23,867,3.8000000000000003,59,2.1
2017,1,8,21,30,20.1,0,0,0,4,18.400000000000002,0,0,0,0,252,90,152.29,0.23,866,3.9000000000000004,51,1.8
2017,1,8,22,30,19.8,0,0,0,4,18.5,0,0,0,0,252,92.03,150.08,0.23,866,3.9000000000000004,41,1.6
2017,1,8,23,30,19.700000000000003,0,0,0,4,18.400000000000002,0,0,0,0,252,92.43,141.88,0.23,866,3.9000000000000004,35,1.6
2017,1,9,0,30,19.3,0,0,0,7,18.400000000000002,0,0,0,0,251,94.34,130.59,0.24,866,3.9000000000000004,26,2.1
2017,1,9,1,30,19.1,0,0,0,7,18.2,0,0,0,0,0.25,94.35000000000001,117.9,0.24,866,3.8000000000000003,25,2.3000000000000003
2017,1,9,2,30,18.8,0,0,0,7,17.900000000000002,0,0,0,0,0.25,94.44,104.52,0.24,867,3.8000000000000003,25,2.5
2017,1,9,3,30,18.900000000000002,0,0,0,7,17.6,0,0,0,0,249,92.22,90.3,0.24,868,3.7,25,3
2017,1,9,4,30,19.8,81,390,170,8,17.2,10,0,3,10,249,84.72,76.89,0.24,868,3.6,20,4.1000000000000005
2017,1,9,5,30,21.700000000000003,117,670,421,7,16,24,0,0,24,0.25,70.07000000000001,63.04,0.24,868,3.5,12,4.9
2017,1,9,6,30,23.900000000000002,139,795,657,7,14.600000000000001,38,0,0,38,249,56.19,49.32,0.24,868,3.5,183,4.9
2017,1,9,7,30,25.700000000000003,161,849,847,7,14.200000000000001,352,36,0,381,249,49.11,36.050000000000004,0.24,868,3.5,351,4.6000000000000005
2017,1,9,8,30,26.700000000000003,183,863,971,8,14.200000000000001,450,57,0,502,249,46.36,24.14,0.24,867,3.6,336,4.1000000000000005
2017,1,9,9,30,26.900000000000002,284,744,996,8,14.3,534,150,0,677,0.25,45.93,16.88,0.24,866,3.6,320,3.8000000000000003
2017,1,9,10,30,26.700000000000003,279,737,970,7,14.3,517,244,0,746,0.25,46.45,20.19,0.24,865,3.6,302,3.5
2017,1,9,11,30,26.1,269,700,869,7,14.4,467,181,0,622,0.25,48.39,30.830000000000002,0.24,865,3.7,284,3.2
2017,1,9,12,30,25.3,290,544,684,7,14.5,332,52,0,369,251,51.15,43.71,0.24,864,3.7,266,2.8000000000000003
